Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa\achiupr01,PF,21,MIA,58,3,11.9,1.9,3.6,0.538,0,0,,1.9,3.6,0.538,0.538,0.9,1.8,0.515,1.2,2.2,3.4,0.5,0.3,0.5,0.7,1.5,4.8
2,Jaylen Adams\adamsja01,PG,24,MIL,7,0,2.6,0.1,1.1,0.125,0,0.3,0,0.1,0.9,0.167,0.125,0,0,,0,0.4,0.4,0.3,0,0,0,0.1,0.3
3,Steven Adams\adamsst01,C,27,NOP,58,58,27.7,3.3,5.3,0.614,0,0.1,0,3.3,5.3,0.62,0.614,1,2.3,0.444,3.7,5.2,8.9,1.9,0.9,0.7,1.3,1.9,7.6
4,Bam Adebayo\adebaba01,C,23,MIA,59,59,33.5,7.2,12.7,0.567,0,0.1,0.25,7.2,12.5,0.57,0.568,4.5,5.7,0.797,2.3,6.8,9.1,5.4,1.2,1,2.7,2.2,18.9
5,LaMarcus Aldridge\aldrila01,C,35,TOT,26,23,25.9,5.4,11.4,0.473,1.2,3.1,0.388,4.2,8.3,0.505,0.525,1.6,1.8,0.872,0.7,3.8,4.5,1.9,0.4,1.1,1,1.8,13.5
5,LaMarcus Aldridge\aldrila01,C,35,SAS,21,18,25.9,5.5,11.8,0.464,1.3,3.6,0.36,4.2,8.2,0.509,0.518,1.5,1.8,0.838,0.8,3.7,4.5,1.7,0.4,0.9,1,1.7,13.7
5,LaMarcus Aldridge\aldrila01,C,35,BRK,5,5,26,5,9.6,0.521,0.8,1,0.8,4.2,8.6,0.488,0.563,2,2,1,0.4,4.4,4.8,2.6,0.6,2.2,1.4,2.2,12.8
6,Ty-Shon Alexander\alexaty01,SG,22,PHO,12,0,2.9,0.2,0.9,0.182,0.1,0.7,0.125,0.1,0.3,0.333,0.227,0.1,0.2,0.5,0.1,0.3,0.4,0.3,0,0.1,0.2,0.1,0.5
7,Nickeil Alexander-Walker\alexani01,SG,22,NOP,41,10,20.8,3.9,9.2,0.418,1.6,4.6,0.348,2.3,4.7,0.487,0.504,1,1.3,0.75,0.2,2.8,3.1,2,1,0.5,1.4,1.9,10.2
8,Grayson Allen\allengr01,SG,25,MEM,49,37,25.6,3.5,8.4,0.418,2.2,5.6,0.391,1.3,2.9,0.471,0.547,1.6,1.8,0.865,0.4,2.9,3.3,2.2,0.9,0.2,1,1.4,10.8
9,Jarrett Allen\allenja01,C,22,TOT,56,38,29.5,4.9,7.7,0.641,0.1,0.3,0.357,4.8,7.4,0.651,0.647,3.3,4.7,0.709,3.1,6.9,9.9,1.7,0.5,1.5,1.6,1.6,13.2
9,Jarrett Allen\allenja01,C,22,BRK,12,5,26.7,3.7,5.4,0.677,0,0,,3.7,5.4,0.677,0.677,3.8,5.1,0.754,3.2,7.3,10.4,1.7,0.6,1.6,1.8,1.8,11.2
9,Jarrett Allen\allenja01,C,22,CLE,44,33,30.2,5.3,8.3,0.635,0.1,0.3,0.357,5.1,8,0.646,0.641,3.2,4.5,0.695,3,6.8,9.8,1.7,0.5,1.5,1.5,1.5,13.8
10,Al-Farouq Aminu\aminual01,PF,30,TOT,23,14,18.9,1.7,4.3,0.384,0.3,1.6,0.216,1.3,2.7,0.484,0.424,0.8,1,0.818,1,3.8,4.8,1.3,0.8,0.4,1.2,1.3,4.4
10,Al-Farouq Aminu\aminual01,PF,30,ORL,17,14,21.6,2.1,5.2,0.404,0.4,1.8,0.226,1.7,3.4,0.5,0.444,0.8,1,0.824,1.2,4.2,5.4,1.7,1,0.5,1.5,1.3,5.5
10,Al-Farouq Aminu\aminual01,PF,30,CHI,6,0,11.2,0.3,1.7,0.2,0.2,1,0.167,0.2,0.7,0.25,0.25,0.7,0.8,0.8,0.3,2.8,3.2,0.3,0.3,0,0.5,1.2,1.5
11,Kyle Anderson\anderky01,PF,27,MEM,62,62,27.2,4.4,9.6,0.461,1.3,3.8,0.349,3.1,5.8,0.536,0.531,2,2.6,0.781,0.8,5.1,5.9,3.5,1.3,0.8,1.2,1.8,12.2
12,Giannis Antetokounmpo\antetgi01,PF,26,MIL,55,55,33.2,10.3,18.4,0.562,1.2,3.8,0.314,9.1,14.6,0.626,0.595,6.7,9.7,0.685,1.6,9.5,11.1,5.9,1.2,1.3,3.6,2.7,28.5
13,Kostas Antetokounmpo\antetko01,PF,23,LAL,14,0,3.8,0.2,0.7,0.3,0,0,,0.2,0.7,0.3,0.3,0.4,0.9,0.462,0.3,1.1,1.4,0.1,0.1,0.3,0.7,0.5,0.9
14,Thanasis Antetokounmpo\antetth01,SF,28,MIL,52,2,9.8,1.3,2.5,0.515,0.1,0.5,0.259,1.2,2,0.583,0.542,0.4,0.8,0.463,1,1.3,2.3,0.8,0.4,0.2,0.8,1.3,3.1
15,Carmelo Anthony\anthoca01,PF,36,POR,64,3,24.7,4.8,11.5,0.421,1.9,4.8,0.405,2.9,6.8,0.433,0.505,2,2.3,0.884,0.5,2.7,3.2,1.5,0.7,0.5,0.9,2,13.6
16,Cole Anthony\anthoco01,PG,20,ORL,40,27,27.2,4.5,11.3,0.397,1.2,3.5,0.336,3.3,7.8,0.425,0.449,2.1,2.6,0.817,0.8,3.8,4.6,4.3,0.7,0.4,2.1,2.1,12.3
17,OG Anunoby\anunoog01,SF,23,TOR,43,43,33.3,5.8,12.1,0.48,2.4,6.1,0.398,3.4,6,0.562,0.58,1.9,2.4,0.784,1.3,4.3,5.5,2.2,1.5,0.7,1.7,2.7,15.9
18,Ryan Arcidiacono\arcidry01,PG,26,CHI,40,0,10.4,1,2.6,0.39,0.5,1.5,0.322,0.6,1.2,0.478,0.481,0.3,0.5,0.65,0.1,1.4,1.5,1.2,0.2,0,0.2,1.1,2.9
19,Trevor Ariza\arizatr01,SF,35,MIA,25,22,27.2,3.2,7.7,0.42,1.7,4.7,0.359,1.6,3,0.513,0.528,1.1,1.5,0.737,0.8,3.8,4.6,1.8,0.9,0.6,0.8,1.8,9.3
20,D.J. Augustin\augusdj01,PG,33,TOT,51,6,19.2,2.2,5.6,0.385,1.3,3.5,0.374,0.8,2.1,0.402,0.502,1.4,1.5,0.932,0.4,1.3,1.6,3.3,0.5,0,1.1,1,7
20,D.J. Augustin\augusdj01,PG,33,MIL,37,6,19.3,1.9,5.2,0.37,1.3,3.5,0.38,0.6,1.7,0.349,0.497,1,1.1,0.9,0.3,1.1,1.4,3,0.5,0,0.9,0.9,6.1
20,D.J. Augustin\augusdj01,PG,33,HOU,14,0,19.1,2.8,6.7,0.415,1.3,3.6,0.36,1.5,3.1,0.477,0.511,2.4,2.4,0.971,0.5,1.8,2.3,4,0.4,0,1.5,1.3,9.2
21,Deni Avdija\avdijde01,SF,20,WAS,54,32,23.3,2.4,5.8,0.417,1,3.1,0.315,1.4,2.7,0.535,0.502,0.5,0.8,0.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,2.6,6.3
22,Deandre Ayton\aytonde01,C,22,PHO,65,65,30.7,6.3,10.2,0.62,0.1,0.3,0.2,6.2,9.9,0.633,0.623,1.9,2.5,0.764,3.3,7.3,10.6,1.4,0.6,1.2,1.6,2.9,14.6
23,Udoka Azubuike\azubuud01,C,21,UTA,12,0,4.1,0.3,0.6,0.571,0,0,,0.3,0.6,0.571,0.571,0.3,0.5,0.667,0.3,0.8,1.1,0,0.1,0.3,0.3,0.7,1
24,Dwayne Bacon\bacondw01,SG,25,ORL,65,43,25.7,4,9.9,0.403,0.9,2.9,0.296,3.1,7,0.447,0.446,1.9,2.3,0.839,0.4,2.6,3,1.2,0.6,0.1,0.6,1.4,10.8
25,Marvin Bagley III\baglema01,PF,21,SAC,40,39,25.9,5.7,11.4,0.5,0.9,2.6,0.352,4.8,8.8,0.544,0.541,1.7,2.9,0.578,2.5,4.9,7.4,1,0.5,0.5,1.4,2.4,14
26,LaMelo Ball\ballla01,PG,19,CHO,44,24,28.7,5.8,12.9,0.449,1.9,5.2,0.373,3.8,7.7,0.5,0.524,2.4,3.1,0.787,1.3,4.6,5.9,6.1,1.6,0.4,2.9,2.8,15.9
27,Lonzo Ball\balllo01,PG,23,NOP,52,52,31.7,5.3,12.7,0.416,3.1,8.3,0.378,2.2,4.5,0.487,0.539,0.9,1.2,0.8,0.6,4.2,4.7,5.8,1.5,0.6,2.2,1.9,14.6
28,Mo Bamba\bambamo01,C,22,ORL,41,1,14.6,3,6.2,0.494,0.8,2.4,0.351,2.2,3.8,0.583,0.561,0.8,1.2,0.667,1.5,3.7,5.3,0.7,0.2,1.1,0.8,1.8,7.7
29,Desmond Bane\banede01,SG,22,MEM,60,14,22.2,3.5,7.3,0.473,1.7,3.8,0.448,1.7,3.5,0.5,0.59,0.6,0.7,0.837,0.5,2.7,3.2,1.7,0.6,0.2,0.9,2,9.2
30,Harrison Barnes\barneha02,PF,28,SAC,58,58,36.2,5.5,11.1,0.497,1.7,4.4,0.391,3.8,6.7,0.567,0.575,3.4,4.1,0.83,1.1,5.5,6.6,3.5,0.7,0.2,1.6,1.3,16.1
31,RJ Barrett\barrerj01,SG,20,NYK,65,65,34.8,6.6,14.6,0.449,1.6,4,0.393,5,10.6,0.47,0.503,2.9,3.9,0.741,1,4.8,5.8,3,0.8,0.3,2,2.6,17.6
32,Will Barton\bartowi01,SF,30,DEN,56,52,31,4.6,10.9,0.426,1.8,4.6,0.381,2.9,6.3,0.459,0.507,1.7,2.2,0.785,0.7,3.3,4,3.2,0.9,0.4,1.7,1.7,12.7
33,Keita Bates-Diop\bateske01,SF,25,SAS,24,0,7.1,0.8,1.9,0.4,0.2,0.7,0.313,0.5,1.2,0.448,0.456,0.5,0.7,0.647,0.3,1.1,1.3,0.4,0.4,0.1,0.1,0.4,2.2
34,Nicolas Batum\batumni01,SF,32,LAC,62,38,27.8,2.8,6.2,0.457,1.7,4.1,0.406,1.2,2.1,0.557,0.591,0.7,0.9,0.852,0.8,4,4.7,2.2,1,0.5,0.8,1.6,8.1
35,Aron Baynes\baynear01,C,34,TOR,50,31,18.2,2.4,5.6,0.431,0.4,1.9,0.237,2,3.8,0.527,0.47,0.5,0.7,0.73,1.7,3.4,5.1,0.9,0.3,0.4,0.9,2.3,5.8
36,Kent Bazemore\bazemke01,SF,31,GSW,61,12,18.9,2.4,5.6,0.433,1.1,2.7,0.407,1.4,3,0.456,0.529,0.8,1.1,0.681,0.4,3,3.4,1.6,1,0.5,1.2,2.3,6.7
37,Darius Bazley\bazleda01,PF,20,OKC,50,50,31.3,5,12.4,0.406,1.5,5.1,0.293,3.5,7.3,0.486,0.467,2.1,3,0.689,0.9,6.5,7.4,1.7,0.5,0.5,2.2,1.2,13.7
38,Bradley Beal\bealbr01,SG,27,WAS,56,56,35.5,11,22.8,0.484,2.1,6.2,0.345,8.9,16.6,0.535,0.531,6.7,7.5,0.898,1.2,3.5,4.7,4.5,1.2,0.4,3.2,2.4,30.9
39,Malik Beasley\beaslma01,SG,24,MIN,37,36,32.8,7.1,16.2,0.44,3.5,8.7,0.399,3.7,7.5,0.487,0.547,1.8,2.2,0.85,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6
40,Jordan Bell\belljo01,C,26,WAS,5,1,13.4,1.4,4,0.35,0,0.4,0,1.4,3.6,0.389,0.35,0,0,,1.2,2.6,3.8,1,0.6,0.6,0.6,1,2.8
41,DeAndre' Bembry\bembrde01,SF,26,TOR,45,11,17.6,2,3.8,0.532,0.2,0.8,0.257,1.8,3,0.603,0.558,0.8,1.2,0.685,0.6,2.1,2.7,1.9,0.8,0.3,1.3,1.5,5.1
42,Dāvis Bertāns\bertada01,PF,28,WAS,50,5,24.9,3.3,8.2,0.403,2.9,7.4,0.398,0.4,0.8,0.45,0.583,1.7,1.9,0.884,0.4,2.7,3,0.9,0.6,0.3,0.6,2.4,11.2
43,Patrick Beverley\beverpa01,PG,32,LAC,32,31,23.2,2.7,6.1,0.436,1.7,4,0.422,1,2.1,0.463,0.574,1,1.3,0.805,0.8,2.7,3.5,2.1,0.8,0.8,0.9,3.1,8
44,Saddiq Bey\beysa01,SF,21,DET,64,47,26.5,3.8,9.5,0.403,2.4,6.4,0.379,1.4,3.1,0.454,0.531,1.7,2,0.859,0.6,3.8,4.5,1.3,0.8,0.2,0.8,1.6,11.8
45,Tyler Bey\beyty01,SF,22,DAL,13,0,3.8,0.5,1.4,0.333,0.1,0.3,0.25,0.4,1.1,0.357,0.361,0.2,0.4,0.6,0.4,0.6,1,0.2,0,0.1,0.1,0.5,1.2
46,Khem Birch\birchkh01,C,28,TOT,61,16,21.8,2.5,5.1,0.495,0.2,0.6,0.263,2.4,4.5,0.527,0.511,1.3,1.9,0.693,2.6,3,5.6,1.2,0.7,0.7,0.6,1.6,6.5
46,Khem Birch\birchkh01,C,28,ORL,48,5,19.8,2,4.4,0.45,0.1,0.4,0.19,1.9,3.9,0.479,0.459,1.3,1.8,0.741,2.4,2.6,5.1,1.1,0.7,0.6,0.5,1.4,5.3
46,Khem Birch\birchkh01,C,28,TOR,13,11,29.1,4.6,7.8,0.588,0.5,1.3,0.353,4.2,6.5,0.635,0.618,1.2,2.2,0.552,3.2,4.5,7.7,1.6,0.8,1.1,0.9,2.3,10.9
47,Goga Bitadze\bitadgo01,C,21,IND,37,2,11.3,1.9,4.1,0.458,0.4,1.5,0.268,1.5,2.6,0.567,0.507,0.9,1.2,0.756,1.3,1.9,3.2,0.7,0.2,1.2,0.4,1.9,5.1
48,Bismack Biyombo\biyombi01,C,28,CHO,59,31,20.8,2.2,3.7,0.58,0,0,0,2.2,3.7,0.583,0.58,0.8,1.7,0.446,2.1,3.2,5.3,1.3,0.3,1.2,1,2.1,5.1
49,Nemanja Bjelica\bjeline01,PF,32,TOT,35,1,15.3,2.2,5,0.446,0.6,2.1,0.27,1.7,2.9,0.574,0.503,1,1.3,0.723,0.7,2.6,3.3,1.7,0.3,0.1,0.9,1.8,6
49,Nemanja Bjelica\bjeline01,PF,32,SAC,26,1,16.9,2.7,5.8,0.46,0.7,2.2,0.293,2,3.5,0.565,0.517,1.2,1.6,0.762,0.9,2.9,3.8,1.9,0.3,0.1,1.1,1.8,7.2
49,Nemanja Bjelica\bjeline01,PF,32,MIA,9,0,10.9,1,2.8,0.36,0.3,1.8,0.188,0.7,1,0.667,0.42,0.2,0.6,0.4,0.1,1.8,1.9,1.1,0.3,0.2,0.3,1.8,2.6
50,Eric Bledsoe\bledser01,SG,31,NOP,65,64,29.9,4.2,10,0.419,1.8,5,0.348,2.4,5,0.491,0.506,1.8,2.5,0.709,0.4,3,3.4,3.7,0.8,0.3,1.6,1.6,12
51,Keljin Blevins\blevike01,SF,25,POR,13,0,4.8,0.3,1.4,0.222,0.2,0.5,0.286,0.2,0.8,0.182,0.278,0,0,,0.2,0.3,0.5,0.3,0.2,0,0.2,0.5,0.8
52,Bogdan Bogdanović\bogdabo01,SG,28,ATL,39,22,29.2,5.8,12.6,0.457,3.1,7.4,0.42,2.7,5.2,0.51,0.58,0.8,0.9,0.892,0.5,3.3,3.8,3.3,1,0.3,1.3,2.2,15.5
53,Bojan Bogdanović\bogdabo02,SF,31,UTA,65,65,30.6,5.3,12.4,0.429,2.5,6.4,0.383,2.9,6,0.478,0.528,3.1,3.6,0.874,0.5,3.3,3.8,1.9,0.6,0.1,1.6,1.6,16.2
54,Bol Bol\bolbo01,PF,21,DEN,28,2,4.7,0.9,1.7,0.511,0.3,0.7,0.45,0.5,1,0.556,0.606,0.3,0.5,0.643,0,0.7,0.7,0.3,0.1,0.4,0.5,0.5,2.4
55,Marques Bolden\boldema01,C,22,CLE,6,0,4.8,0.2,0.5,0.333,0,0,,0.2,0.5,0.333,0.333,0.8,1.3,0.625,0.5,0.5,1,0,0.3,0.3,0.3,0,1.2
56,Jordan Bone\bonejo01,PG,23,ORL,14,0,14,1.6,3.9,0.426,0.7,2.3,0.313,0.9,1.6,0.591,0.519,0,0,,0.3,1.4,1.7,1.3,0.1,0,0.2,0.8,4
57,Isaac Bonga\bongais01,SF,21,WAS,39,8,10.9,0.8,2.1,0.375,0.3,1.2,0.283,0.4,0.9,0.5,0.456,0.1,0.2,0.625,0.5,1.2,1.7,0.6,0.3,0.2,0.5,1.5,2
58,Devin Booker\bookede01,SG,24,PHO,61,61,33.9,9.5,19.4,0.488,1.9,5.6,0.341,7.6,13.8,0.548,0.537,4.8,5.6,0.859,0.5,3.7,4.2,4.4,0.9,0.3,3.1,2.8,25.7
59,Chris Boucher\bouchch01,C,28,TOR,59,13,24,4.8,9.2,0.519,1.5,3.8,0.389,3.3,5.4,0.611,0.6,2.5,3.2,0.787,2,4.8,6.7,1.1,0.6,1.9,0.8,2.8,13.6
60,Brian Bowen\bowenbr02,SF,22,IND,6,0,2.5,0.2,0.7,0.25,0,0.2,0,0.2,0.5,0.333,0.25,0.2,0.2,1,0,0.5,0.5,0,0,0,0,0.2,0.5
61,Avery Bradley\bradlav01,SG,30,TOT,26,5,22.2,2.4,6.3,0.382,1.3,3.8,0.337,1.2,2.6,0.448,0.482,0.5,0.6,0.8,0.3,1.8,2.1,1.7,0.8,0.1,1,2,6.6
61,Avery Bradley\bradlav01,SG,30,MIA,10,1,21.1,3.1,6.6,0.47,1.6,3.8,0.421,1.5,2.8,0.536,0.591,0.7,0.9,0.778,0.2,1.6,1.8,1.4,0.7,0.1,0.9,2.6,8.5
61,Avery Bradley\bradlav01,SG,30,HOU,16,4,22.9,2,6.2,0.323,1.1,3.8,0.283,0.9,2.4,0.385,0.409,0.3,0.4,0.833,0.3,1.9,2.3,1.8,0.8,0.1,1.1,1.7,5.4
62,Tony Bradley\bradlto01,C,23,TOT,38,8,16.2,3.1,4.7,0.663,0,0.1,0,3.1,4.6,0.674,0.663,0.9,1.3,0.667,2.1,3.6,5.7,0.8,0.4,0.7,0.8,1.5,7.1
62,Tony Bradley\bradlto01,C,23,PHI,20,8,14.4,2.6,3.8,0.68,0,0.1,0,2.6,3.7,0.689,0.68,0.4,0.6,0.636,2,3.3,5.2,0.9,0.3,0.7,0.3,1.4,5.5
62,Tony Bradley\bradlto01,C,23,OKC,18,0,18.2,3.7,5.7,0.65,0,0.1,0,3.7,5.6,0.663,0.65,1.5,2.2,0.675,2.3,3.9,6.3,0.8,0.5,0.8,1.3,1.6,8.9
63,Jarrell Brantley\brantja01,PF,24,UTA,24,0,4.9,0.8,1.7,0.488,0.4,1,0.417,0.4,0.7,0.588,0.61,0.1,0.1,1,0.3,0.7,1,0.5,0.2,0.1,0.3,0.7,2.2
64,Ignas Brazdeikis\brazdig01,SF,22,TOT,6,0,7.8,0.8,2,0.417,0.2,0.3,0.5,0.7,1.7,0.4,0.458,0.8,1,0.833,0.3,0.8,1.2,0.3,0.3,0,0.3,0.7,2.7
64,Ignas Brazdeikis\brazdig01,SF,22,NYK,4,0,1.8,0,0.3,0,0,0,,0,0.3,0,0,0.5,0.5,1,0.3,0.3,0.5,0.3,0,0,0.3,0,0.5
64,Ignas Brazdeikis\brazdig01,SF,22,PHI,1,0,8,0,3,0,0,1,0,0,2,0,0,0,0,,0,2,2,0,0,0,0,0,0
64,Ignas Brazdeikis\brazdig01,F,22,ORL,1,0,32,5,8,0.625,1,1,1,4,7,0.571,0.688,3,4,0.75,1,2,3,1,2,0,1,4,14
65,Mikal Bridges\bridgmi01,SF,24,PHO,65,65,32.8,5,9.4,0.533,1.8,4.5,0.412,3.2,5,0.643,0.631,1.5,1.8,0.819,1.1,3.2,4.3,2.2,1,0.9,0.8,1.6,13.4
66,Miles Bridges\bridgmi02,PF,22,CHO,64,18,29,4.6,9.1,0.506,1.7,4.2,0.405,2.9,4.9,0.592,0.599,1.5,1.7,0.862,1.2,4.8,6.1,2.2,0.7,0.8,1.6,2.1,12.4
67,Amida Brimah\brimaam01,C,26,IND,4,0,6.8,1.3,2,0.625,0,0,,1.3,2,0.625,0.625,0.8,0.8,1,0.3,1.5,1.8,0.3,0,1.3,0.8,1,3.3
68,Oshae Brissett\brissos01,SF,22,IND,13,8,23.2,3.2,6.6,0.488,1.6,3.5,0.457,1.6,3.1,0.525,0.61,2.2,2.9,0.763,1.5,4.3,5.8,0.8,0.7,1.3,0.4,1.5,10.3
69,Malcolm Brogdon\brogdma01,PG,28,IND,56,56,34.5,7.9,17.5,0.453,2.6,6.7,0.388,5.3,10.8,0.493,0.527,2.7,3.2,0.864,1,4.2,5.3,5.9,0.9,0.3,2.1,2,21.2
70,Armoni Brooks\brookar01,SG,22,HOU,13,5,22.4,2.5,7.4,0.333,2.1,6.3,0.329,0.4,1.1,0.357,0.474,0.2,0.5,0.429,0.5,3,3.5,1.2,0.3,0.2,1.1,1.4,7.2
71,Dillon Brooks\brookdi01,SF,25,MEM,60,60,29.5,6.4,15.1,0.42,1.9,5.5,0.35,4.4,9.6,0.459,0.483,2.4,2.8,0.834,0.8,2.1,2.9,2.3,1.2,0.4,1.8,3.5,17
72,Bruce Brown\brownbr01,PG,24,BRK,59,32,21.9,3.5,6.3,0.545,0.3,0.9,0.291,3.2,5.4,0.589,0.567,1.3,1.8,0.736,1.7,3.4,5.1,1.6,0.9,0.4,0.8,2.2,8.5
73,Charlie Brown\brownch02,SG,23,OKC,3,1,16,1.7,6.3,0.263,1,3.7,0.273,0.7,2.7,0.25,0.342,0.7,0.7,1,0.3,2,2.3,0.7,1,0.3,1,1.3,5
74,Jaylen Brown\brownja02,SG,24,BOS,58,58,34.5,9.3,19.2,0.484,2.8,7.1,0.397,6.5,12.1,0.536,0.558,3.3,4.3,0.764,1.2,4.8,6,3.4,1.2,0.6,2.7,2.9,24.7
75,Moses Brown\brownmo01,C,21,OKC,37,26,20.6,3.3,6,0.552,0,0,,3.3,6,0.552,0.552,1.8,2.8,0.619,3.4,5.2,8.6,0.2,0.7,0.9,1,2.1,8.4
76,Sterling Brown\brownst02,SG,25,HOU,51,14,24.1,2.9,6.6,0.448,1.8,4.2,0.423,1.2,2.4,0.492,0.584,0.5,0.6,0.806,0.7,3.6,4.4,1.4,0.7,0.2,0.8,1.9,8.2
77,Troy Brown Jr.\browntr01,SF,21,TOT,34,0,15.4,1.8,4.2,0.431,0.6,2.1,0.314,1.2,2.2,0.541,0.507,0.4,0.6,0.714,0.6,2.5,3.1,0.9,0.3,0.2,0.6,1.4,4.7
77,Troy Brown Jr.\browntr01,SF,21,WAS,21,0,13.7,1.6,4.2,0.371,0.7,2.2,0.304,0.9,2,0.442,0.449,0.5,0.7,0.667,0.5,2.4,2.9,0.9,0.1,0.2,0.8,1.4,4.3
